waspID	nestID	x	y	day	bool_ENV	bool_LSF	bool_CA
Wasp2326477355088	Nest2326477506256	51.87113071540777	8.568498438060766	15	False	False	False	
Wasp2326477354944	Nest2326477551984	38.347204908906285	29.533769007964793	12	False	False	False	
Wasp2326477355184	Nest2326478087360	61.456451285380055	21.65924123843928	30	False	False	False	
Wasp2326477355232	Nest2326478058976	43.16208302653561	22.75016710945592	25	False	False	False	
Wasp2326477355280	Nest2326477694672	92.54422760524038	15.914137579434168	7	False	False	False	
Wasp2326475701888	Nest2326477550928	50.31189201590759	27.317477146965118	11	False	False	False	
Wasp2326477355040	Nest2326477694720	68.689766891816	10.664788005740805	7	False	False	False	
Wasp2326477354896	Nest2326477997152	70.66989484245292	14.038114187063291	18	False	False	False	
Wasp2326477355328	Nest2326477694000	37.598658336882295	20.82924897620298	6	False	False	False	
Wasp2326477355376	Nest2326477655296	73.31207125006955	25.002814946811593	4	False	False	False	
Wasp2326477355424	Nest2326477696064	24.813013719918416	24.037501474189238	9	False	False	False	
Wasp2326477355424	Nest2326477550976	51.4417307042568	18.785874732777273	11	False	False	False	
Wasp2326477355472	Nest2326478031696	7.073477276170741	26.13945017146496	23	False	False	False	
Wasp2326477355520	Nest2326477655344	7.1379966145522245	19.729542142235463	4	False	False	False	
Wasp2326477355568	Nest2326477553280	75.74154565623233	19.968151326402634	13	False	False	False	
Wasp2326477355616	Nest2326477996288	28.294481680228333	5.49847326579079	17	False	False	False	
Wasp2326477355664	Nest2326478086304	46.60533632957066	22.912792932156144	29	False	False	False	
Wasp2326477355712	Nest2326477999408	30.732032540427912	34.16702870585889	20	False	False	False	
Wasp2326477355760	Nest2326477505296	36.62161431736033	11.444845242826643	14	False	False	False	
Wasp2326477355808	Nest2326477998256	79.10268271705134	20.116335083801687	19	False	False	False	
Wasp2326477355856	Nest2326477694768	61.59358363896153	19.87938873207996	7	False	False	False	
Wasp2326477355904	Nest2326477694048	48.772633321062024	32.217813519237524	6	False	False	False	
Wasp2326477355952	Nest2326477552032	20.512748091745944	32.72141942589099	12	False	False	False	
Wasp2326477356000	Nest2326477998304	19.360159771031302	8.40883547221996	19	False	False	False	
Wasp2326477356048	Nest2326477998352	50.62086357786881	30.27965066215611	19	False	False	False	
Wasp2326477356096	Nest2326477552080	28.453881865706013	16.69751441635282	12	False	False	False	
Wasp2326477356144	Nest2326477997200	24.950016528987714	3.6590267497404403	18	False	False	False	
Wasp2326477356192	Nest2326477999456	39.86098897013435	8.390176935165945	20	False	False	False	
Wasp2326477356240	Nest2326477551024	47.052673685894206	22.708642185115803	11	False	False	False	
Wasp2326477356288	Nest2326477507888	6.81826635943582	22.983982710105444	16	False	False	False	
Wasp2326477356336	Nest2326477551072	22.959446612197606	37.07439805695214	11	False	False	False	
Wasp2326477356336	Nest2326477507936	67.6138244710763	13.148348105009525	16	False	False	False	
Wasp2326477356384	Nest2326477696112	83.78457760613045	13.211876706150221	9	False	False	False	
Wasp2326477356432	Nest2326477553328	29.975628275738448	12.05539997498165	13	False	False	False	
Wasp2326477356480	Nest2326477654576	54.19527400583124	27.180688025731882	1	False	False	False	
Wasp2326477356528	Nest2326477655392	42.61537945394622	35.88740942430994	4	False	False	False	
Wasp2326477356576	Nest2326478087408	56.09061843117217	13.55271305825346	30	False	False	False	
Wasp2326477356624	Nest2326478058256	60.36483259946543	9.445732651097272	24	False	False	False	
Wasp2326477356624	Nest2326478087456	12.426935858898311	39.005903399195375	30	False	False	False	
Wasp2326477356672	Nest2326478031744	15.910113892702507	28.69121430216465	23	False	False	False	
Wasp2326477356720	Nest2326477655440	91.11694911849794	11.426359497207851	4	False	False	False	
Wasp2326477356768	Nest2326477998400	88.72383593843527	9.199143458337318	19	False	False	False	
Wasp2326477356768	Nest2326478060944	43.39883739385439	28.54562605044512	28	False	False	False	
Wasp2326477356816	Nest2326477506304	59.25325079834822	5.941460283820395	15	False	False	False	
Wasp2326477356864	Nest2326477997248	15.349773738901831	21.489399101790788	18	False	False	False	
Wasp2326477356912	Nest2326477996336	51.42347495601602	7.111487854312913	17	False	False	False	
Wasp2326477356960	Nest2326477551120	70.42979499734383	23.506958042570986	11	False	False	False	
Wasp2326477357008	Nest2326477549968	22.599091379281553	5.370823250767643	10	False	False	False	
Wasp2326477357008	Nest2326478031792	54.289702826317	29.730230791358263	23	False	False	False	
Wasp2326477357008	Nest2326478086352	87.55508414767908	13.804020716961587	29	False	False	False	
Wasp2326477373504	Nest2326477693424	12.058377206769617	26.976872869048776	5	False	False	False	
Wasp2326477373552	Nest2326477553376	24.873185553782342	5.0515438975589255	13	False	False	False	
Wasp2326477373600	Nest2326477550016	38.23295548578264	29.628986636683077	10	False	False	False	
Wasp2326477373648	Nest2326477694096	84.44818555107126	19.688279345278886	6	False	False	False	
Wasp2326477373648	Nest2326477694816	74.49943087850859	21.341090491606508	7	False	False	False	
Wasp2326477373696	Nest2326478030544	55.88515283557698	26.167935104969683	22	False	False	False	
Wasp2326477373744	Nest2326477506352	66.5853754633075	7.2072006399182476	15	False	False	False	
Wasp2326477373744	Nest2326478058304	9.178118186270986	36.87086509639444	24	False	False	False	
Wasp2326477373792	Nest2326478029728	32.57428234429536	5.338426554737691	21	False	False	False	
Wasp2326477373840	Nest2326477553424	47.273138707857605	19.222499582769636	13	False	False	False	
Wasp2326477373888	Nest2326477553472	64.31888560098128	10.69588042975436	13	False	False	False	
Wasp2326477373936	Nest2326477996384	25.375767420291535	32.324698460291955	17	False	False	False	
Wasp2326477373984	Nest2326478031840	70.74177020707904	8.986602784659835	23	False	False	False	
Wasp2326477374032	Nest2326477551168	34.753954470931085	17.766319888717945	11	False	False	False	
Wasp2326477374032	Nest2326477507984	35.80384827401566	11.637231838719071	16	False	False	False	
Wasp2326477374080	Nest2326478031888	68.51920030816888	6.024680450150181	23	False	False	False	
Wasp2326477374128	Nest2326477696160	21.187997520168597	41.15882333899933	9	False	False	False	
Wasp2326477374176	Nest2326477552128	31.12287829152642	12.496025700297315	12	False	False	False	
Wasp2326477374224	Nest2326478087504	10.32346386627137	39.607118943416	30	False	False	False	
Wasp2326477374272	Nest2326477506400	85.19712749986063	2.53611331353411	15	False	False	False	
Wasp2326477374320	Nest2326477999504	10.72708290170736	14.18605198145845	20	False	False	False	
Wasp2326477374320	Nest2326478058352	33.02990848152636	8.57406709066297	24	False	False	False	
Wasp2326477374368	Nest2326477693472	83.85800106179558	13.966246195549354	5	False	False	False	
Wasp2326477374416	Nest2326477655104	38.04938681470851	23.335264878066628	3	False	False	False	
Wasp2326477374464	Nest2326477696208	31.37765113676064	31.89411166648761	9	False	False	False	
Wasp2326477374512	Nest2326478060992	79.23107825623167	22.289129588120687	28	False	False	False	
Wasp2326477374560	Nest2326477552176	69.38334726192682	16.263031219439682	12	False	False	False	
Wasp2326477374608	Nest2326478029776	17.745740658344797	17.510720110114853	21	False	False	False	
Wasp2326477374656	Nest2326477552224	12.936520413695824	44.18811818138668	12	False	False	False	
Wasp2326477374704	Nest2326477694864	12.722187206528162	26.890311855045148	7	False	False	False	
Wasp2326477374752	Nest2326478029824	20.1251498675029	12.716179379513267	21	False	False	False	
Wasp2326477374752	Nest2326478058400	30.059685415568286	11.989961414975886	24	False	False	False	
Wasp2326477374752	Nest2326478059024	52.29811439554647	11.20209195568114	25	False	False	False	
Wasp2326477374800	Nest2326477550064	90.12343357435087	17.769096728014198	10	False	False	False	
Wasp2326477374848	Nest2326478059072	74.24898745977468	10.008615401867678	25	False	False	False	
Wasp2326477374848	Nest2326478086400	34.76821794383556	8.5796589981734	29	False	False	False	
Wasp2326477374896	Nest2326477996432	64.43277190729137	25.837944144144018	17	False	False	False	
Wasp2326477374944	Nest2326477997296	56.036973254472045	26.041455387102754	18	False	False	False	
Wasp2326477374944	Nest2326477998448	50.76708734385366	25.463472433653955	19	False	False	False	
Wasp2326477374992	Nest2326477655488	78.46726880144571	19.308620930682437	4	False	False	False	
Wasp2326477375040	Nest2326477505344	51.217701074830266	14.25441986624687	14	False	False	False	
Wasp2326477375088	Nest2326477999552	32.60094088121983	22.435614184209857	20	False	False	False	
Wasp2326477375136	Nest2326478058448	35.049530036936055	35.786735330111036	24	False	False	False	
Wasp2326477375184	Nest2326477696256	42.71709869014323	9.518116015833206	9	False	False	False	
Wasp2326477375184	Nest2326477997344	18.015701749415353	13.80084271779742	18	False	False	False	
Wasp2326477375232	Nest2326477550112	39.978675721411186	26.12049482078093	10	False	False	False	
Wasp2326477375280	Nest2326477998496	94.73413571798058	16.156992661568832	19	False	False	False	
Wasp2326477375328	Nest2326477695248	9.698256003375764	34.73444401017115	8	False	False	False	
Wasp2326477375376	Nest2326477551216	14.800073070726564	16.645107972026118	11	False	False	False	
Wasp2326477375424	Nest2326477551264	8.32339203779472	37.54795542602922	11	False	False	False	
Wasp2326477375472	Nest2326477997392	20.454836650339562	27.558647199346726	18	False	False	False	
Wasp2326477375472	Nest2326477998544	16.67992159417731	43.52795189593909	19	False	False	False	
Wasp2326477375472	Nest2326478031936	82.10836844038865	2.956158870988954	23	False	False	False	
Wasp2326477375520	Nest2326478030592	20.827960971896058	25.18786948525643	22	False	False	False	
Wasp2326477375520	Nest2326478058496	37.78457147178252	20.708585389167915	24	False	False	False	
Wasp2326477375568	Nest2326477655536	54.55541669976947	19.489646151381912	4	False	False	False	
Wasp2326477375568	Nest2326477696304	35.01393113688076	14.22160313416695	9	False	False	False	
Wasp2326477375568	Nest2326478029872	40.93752583172362	18.225198543538625	21	False	False	False	
Wasp2326477375568	Nest2326478060560	51.728935608089415	17.664268526884484	27	False	False	False	
Wasp2326477375616	Nest2326477999600	1.7217425013201706	22.924282225928966	20	False	False	False	
Wasp2326477375664	Nest2326478058544	9.127117835421318	20.82957274642431	24	False	False	False	
Wasp2326477375712	Nest2326477997440	65.86440441361998	10.395754924588243	18	False	False	False	
Wasp2326477375760	Nest2326477552272	5.8643994727500175	18.68476383633496	12	False	False	False	
Wasp2326477375808	Nest2326477999648	42.163539676972924	21.693964460966132	20	False	False	False	
Wasp2326477375856	Nest2326478061040	5.1522463955415265	18.65678598665746	28	False	False	False	
Wasp2326477375904	Nest2326477551312	17.494642760218344	36.086649042807394	11	False	False	False	
Wasp2326477375952	Nest2326478059120	19.887373199959292	25.860791289498355	25	False	False	False	
Wasp2326477376000	Nest2326477999696	56.446291999711214	16.202301446061835	20	False	False	False	
Wasp2326477376000	Nest2326478086448	87.97095904579557	18.98648734444898	29	False	False	False	
Wasp2326477376048	Nest2326477655584	20.343913745589237	31.200655726082346	4	False	False	False	
Wasp2326477376048	Nest2326477550160	39.80655439289482	27.092849732572972	10	False	False	False	
Wasp2326477376096	Nest2326477553520	12.120345055913322	13.17382582512985	13	False	False	False	
Wasp2326477376144	Nest2326478031984	40.99109483796226	12.302175907126282	23	False	False	False	
Wasp2326477376192	Nest2326478059168	11.804126444407641	16.567909516713918	25	False	False	False	
Wasp2326477376240	Nest2326477655632	25.19070958192275	32.86854690360093	4	False	False	False	
Wasp2326477376240	Nest2326477551360	79.02544781706032	22.292356616318074	11	False	False	False	
Wasp2326477376288	Nest2326477551408	10.751893862558589	21.420712553998598	11	False	False	False	
Wasp2326477376336	Nest2326477506448	33.44460693165666	8.442377512483644	15	False	False	False	
Wasp2326477376384	Nest2326477695296	6.085549884812737	28.598009836997374	8	False	False	False	
Wasp2326477376432	Nest2326477999744	84.73481856519632	3.220071386949468	20	False	False	False	
Wasp2326477376432	Nest2326478032032	30.86063673335633	39.71682227072633	23	False	False	False	
Wasp2326477376480	Nest2326477999792	42.07711223733633	22.93245200090943	20	False	False	False	
Wasp2326477376528	Nest2326477696352	28.20676814868346	8.570027997864976	9	False	False	False	
Wasp2326477376576	Nest2326477694912	81.55076255146163	13.5151857544478	7	False	False	False	
Wasp2326477376624	Nest2326478032080	17.413506096604426	10.025388563764915	23	False	False	False	
Wasp2326477376672	Nest2326478059216	53.72511643297961	18.710707496480694	25	False	False	False	
