waspID	nestID	x	y	day	bool_ENV	bool_LSF	bool_CA
Wasp2326476060848	Nest2326479006784	81.85023922625379	19.299430685153524	15	None	None	None	
Wasp2326476060800	Nest2326479004528	29.61420436437486	29.364546593306635	13	None	None	None	
Wasp2326476060944	Nest2326476060032	78.1949824219505	18.2602987526035	30	None	None	None	
Wasp2326476060896	Nest2326478960432	23.536646769723696	8.204784117438411	21	None	None	None	
Wasp2326476060896	Nest2326478841264	92.34772471872245	18.051701035103697	24	None	None	None	
Wasp2326476060752	Nest2326479006832	69.03100406079098	13.361181788703817	15	None	None	None	
Wasp2326476060992	Nest2326478951856	21.021064235595848	18.548699175680817	6	None	None	None	
Wasp2326476060992	Nest2326478962496	81.167284254578	18.623286579299872	23	None	None	None	
Wasp2326476061040	Nest2326479006880	57.0496618229906	16.884574143914815	15	None	None	None	
Wasp2326476061040	Nest2326478962544	67.73955455702573	16.039939348898283	23	None	None	None	
Wasp2326476061088	Nest2326478949488	45.33484091894656	11.371786974757683	2	None	None	None	
Wasp2326476061088	Nest2326478951040	23.058134520128934	31.42801422119478	5	None	None	None	
Wasp2326476061136	Nest2326476035696	37.56245290704224	21.982121436370182	26	None	None	None	
Wasp2326476061184	Nest2326479005632	30.23741213962808	1.3722444814155488	14	None	None	None	
Wasp2326476061232	Nest2326478939520	72.22720942316538	12.299122716673516	18	None	None	None	
Wasp2326476061280	Nest2326476037040	18.45373139817862	34.76060246410485	25	None	None	None	
Wasp2326476061328	Nest2326478961632	36.72830890394474	15.334149311087474	22	None	None	None	
Wasp2326476061376	Nest2326478944576	44.6665015507521	27.8656830863221	11	None	None	None	
Wasp2326476061424	Nest2326478958656	33.81280038874636	36.919732372410806	20	None	None	None	
Wasp2326476061472	Nest2326478958704	33.54160201255051	18.81790464835643	20	None	None	None	
Wasp2326476061520	Nest2326478958752	50.742902177516726	26.084677087374526	20	None	None	None	
Wasp2326476061568	Nest2326479005680	40.98063293461817	18.20100197720053	14	None	None	None	
Wasp2326476061616	Nest2326478945872	23.750661577045012	15.027855397154385	12	None	None	None	
Wasp2326476061664	Nest2326478938848	82.62485097861654	19.714292531623208	17	None	None	None	
Wasp2326476061712	Nest2326478940912	39.04382444156347	29.645087450392666	19	None	None	None	
Wasp2326476061760	Nest2326478953488	33.75674707315669	18.3208596059275	8	None	None	None	
Wasp2326476061760	Nest2326478943904	50.41610731100985	24.034517349120694	10	None	None	None	
Wasp2326476061808	Nest2326478945920	24.43494064660141	27.65224138124791	12	None	None	None	
Wasp2326476061856	Nest2326478939568	53.70791758385053	5.3648098848020584	18	None	None	None	
Wasp2326476061904	Nest2326478961680	82.95460774899226	4.612642969914361	22	None	None	None	
Wasp2326476061952	Nest2326478962592	46.87732066594293	13.743421043865434	23	None	None	None	
Wasp2326476062000	Nest2326478949776	90.0389385076229	9.47624600795485	4	None	None	None	
Wasp2326476062000	Nest2326478952528	21.48987190646116	24.72628290216997	7	None	None	None	
Wasp2326476062000	Nest2326478953536	26.91280766329299	32.97312480470308	8	None	None	None	
Wasp2326476062048	Nest2326476059456	55.353248949108824	30.06395989622966	30	None	None	None	
Wasp2326476062096	Nest2326478953584	55.82363547718796	24.232481705773115	8	None	None	None	
Wasp2326476062144	Nest2326478958800	40.493431822161035	22.78749614362764	20	None	None	None	
Wasp2326476062144	Nest2326478961728	27.979237939822905	33.20442347918872	22	None	None	None	
Wasp2326476062144	Nest2326476036464	54.0879813428288	6.537035496743938	27	None	None	None	
Wasp2326476062192	Nest2326476037232	11.48803682420635	41.19109305700674	26	None	None	None	
Wasp2326476062240	Nest2326476036656	8.804419441445214	35.775245015580566	29	None	None	None	
Wasp2326476062288	Nest2326478961776	4.194433948137528	20.684070119352846	22	None	None	None	
Wasp2326476062336	Nest2326478938896	52.352388460789506	14.581325885417856	17	None	None	None	
Wasp2326476062384	Nest2326478951088	10.519705396050146	16.020503351244205	5	None	None	None	
Wasp2326476062432	Nest2326479006928	52.23154368981166	12.140979555249388	15	None	None	None	
Wasp2326476062432	Nest2326478962640	76.52945888568095	18.980578504629815	23	None	None	None	
Wasp2326476062480	Nest2326478952576	74.30658678715925	9.67430352325568	7	None	None	None	
Wasp2326476062528	Nest2326478949536	17.146608786243068	11.820033943304187	3	None	None	None	
Wasp2326476062576	Nest2326478954448	43.654607220445875	30.32236774427656	9	None	None	None	
Wasp2326476062576	Nest2326479004576	72.12806632314414	21.617576168120607	13	None	None	None	
Wasp2326476062576	Nest2326478938944	58.789339233659724	27.899169616158794	17	None	None	None	
Wasp2326476062576	Nest2326476036704	28.31064178838468	22.986450765717013	29	None	None	None	
Wasp2326476062624	Nest2326478942272	67.03103872770087	23.80269403447921	9	None	None	None	
Wasp2326476062624	Nest2326478945968	91.33197859954213	17.284697686839593	12	None	None	None	
Wasp2326476062624	Nest2326478960480	18.634804190156885	41.582424570332016	21	None	None	None	
Wasp2326476062672	Nest2326479004624	87.43488813100073	12.163830963942054	13	None	None	None	
Wasp2326475907136	Nest2326478946016	16.434716234994323	13.995380958214312	12	None	None	None	
Wasp2326475907184	Nest2326478949824	10.27477757697671	27.143073947885235	4	None	None	None	
Wasp2326475907232	Nest2326478939616	14.280172829506741	41.91260046063854	18	None	None	None	
Wasp2326475907280	Nest2326478944624	49.36868494623719	5.682476714084796	11	None	None	None	
Wasp2326475907328	Nest2326476060080	23.475386988208232	39.20271294333983	30	None	None	None	
Wasp2326475907376	Nest2326478944672	45.45132227269677	24.877874441332477	11	None	None	None	
Wasp2326475907424	Nest2326478949872	14.712208291467851	36.067330166147755	4	None	None	None	
Wasp2326475907472	Nest2326478946064	56.5151745774152	30.773863027971874	12	None	None	None	
Wasp2326475907472	Nest2326478960528	73.83781213504564	6.477464570243639	21	None	None	None	
Wasp2326475907520	Nest2326478944720	12.440514482506174	15.050098746141993	11	None	None	None	
Wasp2326475907568	Nest2326478960576	83.35340248884752	2.737684512365948	21	None	None	None	
Wasp2326475907616	Nest2326478939664	29.60095768282306	13.245928945182985	18	None	None	None	
Wasp2326475907664	Nest2326478951136	46.76244417225377	29.409357840829415	5	None	None	None	
Wasp2326475907712	Nest2326478949920	22.25978350537633	15.481179933675737	4	None	None	None	
Wasp2326475907712	Nest2326478939712	31.92906454841729	26.80550884500395	18	None	None	None	
Wasp2326475907712	Nest2326476038000	6.162575672624864	25.894577867995228	25	None	None	None	
Wasp2326475907760	Nest2326478949056	20.358950320386022	25.966317634128966	1	None	None	None	
Wasp2326475907808	Nest2326478942320	33.448914279061505	25.750757894391707	9	None	None	None	
Wasp2326475907856	Nest2326478938992	8.29298400082641	34.155599378747596	17	None	None	None	
Wasp2326475907856	Nest2326478939760	42.948616124761344	32.313374063682886	18	None	None	None	
Wasp2326475907904	Nest2326478942368	75.06053558097568	18.707273664078954	9	None	None	None	
Wasp2326475907952	Nest2326478961824	10.704593170136617	32.737738616424224	22	None	None	None	
Wasp2326475908000	Nest2326478940960	12.881761423725084	13.783664759338647	19	None	None	None	
Wasp2326475908048	Nest2326478944768	34.50605658301877	16.105996992039373	11	None	None	None	
Wasp2326475908048	Nest2326478938320	59.370085202719984	10.80831128471435	16	None	None	None	
Wasp2326475908096	Nest2326478949968	36.31589572282852	23.938074320349436	4	None	None	None	
Wasp2326475908096	Nest2326478961872	47.04536197231859	33.151323155325635	22	None	None	None	
Wasp2326475908096	Nest2326476037904	69.72297513177602	19.86507640891667	29	None	None	None	
Wasp2326475908144	Nest2326478942416	11.157258792451643	32.71948040761472	9	None	None	None	
Wasp2326475908192	Nest2326478946112	22.514618905772437	4.438054682480859	12	None	None	None	
Wasp2326475908240	Nest2326479005728	59.28572405762318	27.10588236138264	14	None	None	None	
Wasp2326475908240	Nest2326476035888	51.30824246673083	25.41197597694052	27	None	None	None	
Wasp2326475908288	Nest2326478950016	53.82112013857118	24.193959638951927	4	None	None	None	
Wasp2326475908336	Nest2326478950064	39.534164378634166	36.73756719473321	4	None	None	None	
Wasp2326475908384	Nest2326476035408	79.9779736831647	20.507370936214837	29	None	None	None	
Wasp2326475908432	Nest2326476037712	89.64258046870054	5.925987266946996	28	None	None	None	
Wasp2326475908480	Nest2326478958848	38.38605791309024	23.912939487867625	20	None	None	None	
Wasp2326475908480	Nest2326478961920	44.10002381960217	35.30261629712065	22	None	None	None	
Wasp2326475908528	Nest2326478839872	10.596464207396595	31.08867297109194	23	None	None	None	
