waspID	nestID	x	y	day	bool_ENV	bool_LSF	bool_CA
Wasp2326477468576	Nest2326477164608	37.42462204657548	16.80958975453156	26	False	False	True	
Wasp2326477468576	Nest2326477166384	31.749475556509406	9.241893419112964	28	True	True	True	
Wasp2326477468528	Nest2326477096416	52.49154232544347	26.71479176982876	20	True	True	False	
Wasp2326477468624	Nest2326477095072	54.77799788528744	30.7577723363893	19	False	False	True	
Wasp2326477468672	Nest2326478676224	31.417432486403666	10.651716463579003	7	True	True	False	
Wasp2326477468480	Nest2326476969248	48.6195067751167	29.926338156612108	16	False	False	False	
Wasp2326477468720	Nest2326478721760	53.37502336584626	21.459398625284514	12	False	False	True	
Wasp2326477468720	Nest2326477167776	82.29100260471277	1.6346288307452574	30	True	True	True	
Wasp2326477468768	Nest2326477164704	16.053049240144592	28.21726504496536	26	True	True	True	
Wasp2326477468816	Nest2326477095168	81.07777465444315	12.537484746634906	19	False	False	False	
Wasp2326477468864	Nest2326477098960	46.46798604575512	23.699078931419685	22	False	False	True	
Wasp2326477468912	Nest2326478694432	45.51170216182835	23.79141616216773	2	True	True	True	
Wasp2326477468960	Nest2326476970976	21.504213074671103	33.37657368422964	18	False	False	True	
Wasp2326477469008	Nest2326477166960	17.826895498800692	21.5898055760218	29	False	False	True	
Wasp2326477469056	Nest2326477096320	80.30558219537421	11.676735979579796	20	False	False	False	
Wasp2326477469104	Nest2326477145088	17.392799980333994	12.427147840143153	23	False	False	True	
Wasp2326477469152	Nest2326477145136	74.16967395349464	16.36411463291475	23	False	False	True	
Wasp2326477469200	Nest2326478721808	76.6697801695488	15.615955722162568	12	False	False	False	
Wasp2326477469248	Nest2326478676848	49.39209555067747	16.596200734297177	8	True	True	False	
Wasp2326477469296	Nest2326476968096	53.49305265756448	10.785645163054566	15	True	True	False	
Wasp2326477469344	Nest2326477167008	19.601217472461673	20.247329647649806	29	False	False	False	
Wasp2326477469392	Nest2326477166288	38.210994439658116	28.239884852136747	28	True	True	False	
Wasp2326477469440	Nest2326478724208	76.36904204379633	9.803934686358478	14	False	False	False	
Wasp2326477469440	Nest2326476969152	38.92243788153364	27.02278348272462	16	True	True	False	
Wasp2326477469488	Nest2326478694624	39.2327947692314	34.77239895358022	4	True	True	False	
Wasp2326477469536	Nest2326478724256	42.123695681011384	34.09597809045731	14	True	True	False	
Wasp2326477469584	Nest2326476968288	68.78616721636949	13.18924796595036	15	False	False	True	
Wasp2326477469632	Nest2326476969824	27.793037610459923	7.694802127966535	17	True	True	False	
Wasp2326477469680	Nest2326478695488	72.26529514830628	11.41316593751412	5	False	False	True	
Wasp2326477469728	Nest2326477145184	26.19232642044851	13.929450894163313	23	False	False	False	
Wasp2326477469728	Nest2326477167824	41.303238030683936	18.829697949445737	30	False	False	False	
Wasp2326477469776	Nest2326478678864	47.51610809428393	11.45255957027303	10	True	True	True	
Wasp2326477469824	Nest2326477098144	66.52311922157385	24.09681429790818	21	False	False	True	
Wasp2326477469872	Nest2326477164752	35.876969597422466	8.550771612279343	26	False	False	False	
Wasp2326477469920	Nest2326478677856	7.317862928965213	34.43958293877334	9	True	True	False	
Wasp2326477469968	Nest2326477096464	17.804905897849977	38.647272895198746	20	False	False	False	
Wasp2326477470016	Nest2326476971120	11.969956291267806	13.034219628668618	18	False	False	True	
