waspID	nestID	x	y	day	bool_ENV	bool_LSF	bool_CA
Wasp2326480892928	Nest2326478428336	35.184234338113306	20.74561608541733	29	True	True	True	
Wasp2326480894608	Nest2326477613952	10.557408970421447	33.84442499709974	5	True	True	True	
Wasp2326480892400	Nest2326477656848	39.62229722955052	29.138138197596938	8	False	False	True	
Wasp2326480892400	Nest2326478400432	54.157475993119704	24.282995677789625	24	False	False	True	
Wasp2326480893024	Nest2326477475312	49.89951830489935	18.388586631071952	21	True	True	False	
Wasp2326480892256	Nest2326477471808	6.034025409255155	34.469438151609765	19	False	False	True	
Wasp2326480892592	Nest2326477724496	15.551186517687121	42.69199303964827	18	False	False	False	
Wasp2326480895184	Nest2326477659584	10.949853902663031	34.059927113249714	11	True	True	False	
Wasp2326480895184	Nest2326477691680	50.70541417896638	8.584375473167364	14	True	True	False	
Wasp2326480893072	Nest2326477691728	22.15138783620125	26.728198479456676	14	True	True	False	
Wasp2326480894800	Nest2326477612368	32.97742346974957	24.73623566973631	3	True	True	False	
Wasp2326480895472	Nest2326477690816	11.299772855873634	32.78141415886337	13	True	True	True	
Wasp2326480895856	Nest2326477615056	27.31794749078161	10.699401657580577	7	True	True	True	
Wasp2326480895040	Nest2326478401152	48.591317334504	19.78638011525029	25	True	True	True	
Wasp2326480894128	Nest2326477690912	11.698820671993541	35.54263644942667	13	True	True	True	
Wasp2326480894512	Nest2326477656944	24.683445654464602	32.97512875490929	8	False	False	False	
Wasp2326477564176	Nest2326477612656	25.44973266955695	38.3453570739229	4	True	True	True	
Wasp2326477564656	Nest2326477659056	54.10472813293202	12.2511974502715	10	True	True	False	
Wasp2326477563984	Nest2326478398896	5.909493379748511	34.43122339958948	23	True	True	False	
Wasp2326477564560	Nest2326477721856	11.326358851142396	37.723082595048545	15	True	True	False	
Wasp2326477564704	Nest2326478400480	20.058532172647734	8.96021292447806	24	False	False	False	
Wasp2326477564032	Nest2326477656992	24.537978205667404	9.411356498135229	8	True	True	False	
Wasp2326477565280	Nest2326477691776	15.152511184144332	32.31808079198181	14	True	True	False	
Wasp2326477565280	Nest2326477724544	51.66779782593567	14.67599360317724	18	True	True	False	
Wasp2326477564800	Nest2326477475168	16.57716580693391	35.76930299835446	21	True	True	True	
Wasp2326477564224	Nest2326477615008	32.331846777698935	12.177854228893725	7	False	False	False	
Wasp2326477564848	Nest2326477691824	34.63131636214723	12.346944920965194	14	True	True	True	
Wasp2326477565328	Nest2326478427664	58.286272271268	23.571211869286962	28	True	True	True	
Wasp2326477564080	Nest2326478401488	52.12684436351366	13.314599196815584	26	True	True	True	
Wasp2326477565376	Nest2326477691872	24.850765566055976	38.06908025385222	14	False	False	False	
Wasp2326477563888	Nest2326477690672	31.023066605490243	22.221473601148713	13	True	True	False	
Wasp2326477563888	Nest2326477473296	8.821773407725019	30.72349654988516	20	True	True	False	
Wasp2326477564896	Nest2326477657808	18.429820620206737	35.08030192007214	9	True	True	True	
Wasp2326477564272	Nest2326477722960	26.94525407940378	9.147246887303805	16	True	True	False	
Wasp2326477564272	Nest2326477723728	33.436974735801904	26.858795193491897	17	True	True	False	
Wasp2326477564272	Nest2326478400576	25.573345025895907	36.63399765728371	24	True	True	False	
Wasp2326477564272	Nest2326478427136	40.1024869948358	18.143024229404872	27	True	True	False	
Wasp2326477564752	Nest2326478398944	15.822177798916913	32.48456606795806	23	True	True	False	
Wasp2326477565424	Nest2326478397936	40.46305477716276	10.914128695613583	22	True	True	False	
Wasp2326477564944	Nest2326477659776	40.543292081269946	23.940354055261817	11	True	True	False	
Wasp2326477564320	Nest2326478398992	40.145245470400326	23.53652300790535	23	True	True	False	
Wasp2326477564416	Nest2326477691920	43.25012349113041	13.379838789292192	14	False	False	False	
Wasp2326477565040	Nest2326477690864	26.962735724885846	11.077519266858426	13	True	True	False	
Wasp2326477563552	Nest2326477657088	31.260001184558863	25.68131101590148	8	True	True	True	
Wasp2326477563552	Nest2326477659920	43.588541656951776	17.800397245361264	11	True	True	True	
Wasp2326477565472	Nest2326477657568	22.212111938296786	35.01261368798041	9	True	True	False	
Wasp2326477563504	Nest2326477614912	15.928380996912628	37.09148320288963	7	True	True	False	
Wasp2326477563504	Nest2326477659104	13.405628249545936	37.456348486152805	10	True	True	False	
Wasp2326477564992	Nest2326477656224	38.352670404423684	8.871799795232416	7	True	True	True	
Wasp2326477563120	Nest2326478429056	12.298938880959103	26.653077926457897	30	False	False	False	
Wasp2326477563648	Nest2326477473392	43.48271432150242	9.843176339793756	20	True	True	True	
Wasp2326477565136	Nest2326477722000	50.00391632893467	21.099452045031057	15	True	True	True	
Wasp2326477565520	Nest2326477657136	46.140740601613906	11.236084208048831	8	True	True	False	
Wasp2326477565184	Nest2326478400624	35.583508816670125	22.363105394246816	24	True	True	False	
Wasp2326477564464	Nest2326477614048	26.598187811732643	10.819157837251856	5	True	True	True	
Wasp2326477564464	Nest2326477692016	40.680767664203486	8.594802265756512	14	True	True	True	
Wasp2326477564464	Nest2326477723056	44.60195115845466	20.898533362230236	16	True	True	True	
Wasp2326477565088	Nest2326478429152	33.70772370232674	36.630417948945826	30	True	True	False	
Wasp2326477565232	Nest2326477724640	61.75952938751994	19.35902451243301	18	True	True	True	
Wasp2326477563600	Nest2326478400672	27.62597615199005	11.885589138821244	24	True	True	True	
Wasp2326477563744	Nest2326477690960	40.03704791077684	25.658095967166137	13	False	False	True	
Wasp2326477565616	Nest2326478428432	48.333780707220434	22.619873465349173	29	True	True	True	
Wasp2326477564512	Nest2326478426224	11.951772057637971	33.70244501635065	26	True	True	True	
Wasp2326477564512	Nest2326478429248	39.22277833015757	29.459103776201918	30	True	True	True	
Wasp2326477563696	Nest2326477724688	38.59377319593484	27.20432310871724	18	True	True	False	
Wasp2326477564128	Nest2326477614528	52.4840978906169	19.081320143602753	6	True	True	False	
