waspID	nestID	x	y	day	bool_ENV	bool_LSF	bool_CA
Wasp2326476963600	Nest2326477133040	40.66729861268044	23.17884735445824	9	True	True	False	
Wasp2326476963600	Nest2326476193744	17.113294301944933	37.54694235490454	15	True	True	False	
Wasp2326476963600	Nest2326476216928	60.56975698267742	22.481958057359662	18	True	True	False	
Wasp2326476963600	Nest2326476301744	37.78645147139529	32.461722032281834	27	True	True	False	
Wasp2326476963552	Nest2326477100080	40.99737837920557	12.052939489555746	4	True	True	False	
Wasp2326476963696	Nest2326477133088	49.737989201188725	17.687675859264157	9	True	True	False	
Wasp2326476963648	Nest2326476280736	55.992380632170615	29.292488515135442	23	True	True	False	
Wasp2326476963648	Nest2326476300592	48.56230868183734	17.541793214667624	26	True	True	False	
Wasp2326476963504	Nest2326476214336	44.125003980154986	25.02684320449976	15	True	True	False	
Wasp2326476963744	Nest2326476190096	51.58663839038785	28.305874394810264	12	True	True	False	
Wasp2326476963792	Nest2326477135152	40.23821950271513	28.520912368932617	11	True	True	False	
Wasp2326477172800	Nest2326476215872	39.43373368887914	24.525414436748974	17	True	True	False	
Wasp2326477172848	Nest2326477135200	42.900650157309705	29.057313008675557	11	True	True	False	
Wasp2326477172896	Nest2326476192400	24.40346426137934	37.35867869411934	14	True	True	False	
Wasp2326477172944	Nest2326477099840	10.501156506659136	39.204767646542656	3	True	True	False	
Wasp2326477172992	Nest2326477100128	18.473885370194427	34.580673574398446	4	True	True	False	
Wasp2326477172992	Nest2326477131936	27.630342430311337	10.299136122339931	8	True	True	False	
Wasp2326477172992	Nest2326476215920	69.6213061988176	14.880971007490402	17	True	True	False	
Wasp2326477173040	Nest2326477131984	30.456079701187466	21.226743655802778	8	True	True	False	
Wasp2326477173088	Nest2326476248160	41.78729159954249	29.04660752832347	20	True	True	False	
Wasp2326477173088	Nest2326476282464	11.093446788560664	34.941756163384525	24	True	True	False	
Wasp2326477173088	Nest2326476282512	47.50547804376726	8.348294529505525	30	True	True	False	
Wasp2326477173136	Nest2326477101328	26.423242548426963	7.8694502979572185	5	True	True	False	
Wasp2326477173136	Nest2326476216976	37.50764126725345	11.35417201291235	18	True	True	False	
Wasp2326477173136	Nest2326476282752	26.027575830080583	36.92441664217336	24	True	True	False	
Wasp2326477173184	Nest2326476248208	68.2388676297594	19.544849763601267	20	True	True	False	
Wasp2326477173184	Nest2326476282800	16.487056714617708	37.4438515804489	24	True	True	False	
Wasp2326477173184	Nest2326476301792	22.514126245601563	34.809101060910315	27	True	True	False	
Wasp2326477173232	Nest2326476190144	49.855498667314365	17.289439715845425	12	True	True	False	
Wasp2326477173280	Nest2326476248256	50.68836633215663	9.550759796723646	20	True	True	False	
Wasp2326477173328	Nest2326476215968	25.234067807139702	35.03677781447796	17	True	True	False	
Wasp2326477173376	Nest2326477100176	24.027632347996484	33.577683667876926	4	True	True	False	
Wasp2326477173424	Nest2326477099360	34.97597022955268	27.43331688393024	1	True	True	False	
Wasp2326477173472	Nest2326476216016	22.154530348866956	26.682738762717005	17	True	True	False	
Wasp2326477173520	Nest2326476280784	43.99211943713872	28.645315888112094	23	True	True	False	
Wasp2326477173568	Nest2326477132032	48.53055943310713	18.18708353950085	8	True	True	False	
Wasp2326477173616	Nest2326477099888	46.737558643989125	8.448158244542329	3	True	True	False	
Wasp2326477173664	Nest2326476217792	44.08994941939169	19.42688441036956	19	True	True	False	
Wasp2326477173712	Nest2326476250224	26.439706762236305	37.216059491132924	21	True	True	False	
Wasp2326477173760	Nest2326476214384	23.607343575861776	28.105832878291576	15	True	True	False	
Wasp2326477173808	Nest2326476302464	49.81479212912829	13.509330124549663	29	True	True	False	
Wasp2326477173856	Nest2326477101376	65.09514051386287	21.08655153147424	5	True	True	False	
Wasp2326477173856	Nest2326477102144	41.81440237335387	20.91129920744858	6	True	True	False	
Wasp2326477173904	Nest2326476250272	68.27266832993784	16.490979562153132	21	True	True	False	
