"scenario"	"file_path"	"2"	"5"	"10"	"15"	"20"	"30"	"40"	"0"	"2"	"4"	"6"	"8"	"10"	"12"	"14"	"internal_loops"	"all_loops"	"dens_undirected"	"dens_directed"	"reciproc"	"transitivity_und"	"transitivity_dir"
"1"	"Random"	"Output Random 0 02_03_2021 10_10.txt"	15.6919644852995	93.5621151549994	363.925056953315	795.841073789362	1382.75455300271	2938.81045138644	5082.40926223093	0.857307284750755	1.15559015577039	0.90091400755694	0.861843647080522	0.994010136212598	0.820068327940882	0.998065097068556	1.23883191239043	0.0757575757575758	132	0.836363636363636	0.654545454545455	0.722222222222222	0.794117647058823	0.794117647058823
"2"	"Random"	"Output Random 1 02_03_2021 10_10.txt"	15.3796120488479	91.5273083028832	361.200750477557	796.157324819124	1373.7687401862	2970.63351614371	5133.66999925783	0.137628460627992	0.829481328948484	0.922035983206164	1.00188619831283	1.0008289253026	1.2073519194981	0.93949125607694	0.843862527966933	0.0671641791044776	134	0.890909090909091	0.654545454545455	0.638888888888889	0.90379746835443	0.90379746835443
"3"	"Random"	"Output Random 2 02_03_2021 10_10.txt"	15.6022818164995	92.8476551593104	358.059192416484	798.827702158403	1404.04476825611	2983.35379269347	5082.05394791074	2.41021633631339	0.976618296736417	0.93320052088014	1.13781956181625	1.15354927259198	1.05449728370883	1.01061090251143	0.861014551713941	0.125	136	0.836363636363636	0.636363636363636	0.685714285714286	0.841040462427746	0.841040462427746
"4"	"Random"	"Output Random 3 02_03_2021 10_10.txt"	14.454410865171	94.1475532325429	349.666069742608	776.970231013101	1354.12841156573	2933.84362746131	5038.0493339598	1.35800272493535	0.99741610928762	0.953796969705721	0.908521037813646	0.866108934253189	0.887250685992366	0.964286523285278	1.27623658832272	0.140845070422535	142	0.890909090909091	0.654545454545455	0.638888888888889	0.887755102040816	0.887755102040816
"5"	"Random"	"Output Random 4 02_03_2021 10_10.txt"	14.5065994366404	90.1504356574781	356.766164516681	778.214017672328	1355.12038017301	2916.1142562857	5033.41828064382	0.215887071677766	0.898579632496596	0.71907982617516	0.932091158136894	1.00442931630657	1.16514678705144	0.888961610351843	0.922107410584319	0.125	136	0.872727272727273	0.627272727272727	0.608695652173913	0.85254691689008	0.85254691689008
"6"	"Random"	"Output Random 5 02_03_2021 10_10.txt"	14.7787130898292	92.0106634154804	363.941457534074	794.855741455537	1389.19987426776	3000.70605032789	5127.90350327565	1.15766015809534	0.850333748354797	1.24277754795842	0.962424749229235	1.0745624221545	0.838011269270202	0.8704653990063	0.919132630491042	0.117647058823529	136	0.963636363636364	0.7	0.623376623376623	0.96078431372549	0.96078431372549
"7"	"Random"	"Output Random 6 02_03_2021 10_10.txt"	16.1893614464877	94.9453258992308	370.59471796607	804.298936827592	1401.53779681576	2993.32827412419	5097.91470254739	1.24025507237639	0.98002887596792	0.862305690655103	1.07311375594549	1.06740760411157	0.949283996927583	0.926648377334884	1.11879509089402	0.0948905109489051	137	0.927272727272727	0.654545454545455	0.583333333333333	0.924705882352941	0.924705882352941
"8"	"Random"	"Output Random 7 02_03_2021 10_10.txt"	16.7638284885019	93.5491434618643	358.566387490178	771.723364574665	1351.10001947448	2971.92458934359	5156.38913064321	1.44729579302924	1.38715118726958	0.849936899974074	0.937381118862851	0.879838403283592	1.0411990815118	0.84119684878839	0.954470901580997	0.116666666666667	120	0.890909090909091	0.663636363636364	0.657534246575342	0.882352941176471	0.882352941176471
"9"	"Random"	"Output Random 8 02_03_2021 10_10.txt"	15.4126723459801	89.9663969719161	349.363397662602	780.597462165553	1357.20693885287	2909.05536191976	5019.29993742118	2.17373845340678	1.28125272057452	1.04753446383567	0.946347397064758	0.837088659376348	1.02590982408242	0.969312008646367	1.00111523053706	0.0540540540540541	111	0.872727272727273	0.6	0.545454545454545	0.858288770053476	0.858288770053476
"10"	"Random"	"Output Random 9 02_03_2021 10_10.txt"	15.3389344190746	93.5289519436461	364.243182568327	794.324527077037	1365.45691823387	2928.22344975439	5091.49211331746	0.745473533754899	0.82159047671357	1.05946253888642	0.952722689776252	0.964826456910488	0.75044425967123	0.81710198813792	0.972223090371933	0.116788321167883	137	0.890909090909091	0.681818181818182	0.693333333333333	0.893129770992366	0.893129770992366
