"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 02_03_2021 10_10.txt"	"Random"	0.415999987041057	0.532475471562375	0.379101999899171	"True"	8.76973269978292	17.8575178417716	-9.25207557226717	13.0057112115995
"2"	"Parameters Random 1 02_03_2021 10_10.txt"	"Random"	0.362052965034816	0.882711452709826	0.387275532061192	"False"	4.4596176965941	3.81281497833669	1.30737111593239	4.46014186231035
"3"	"Parameters Random 2 02_03_2021 10_10.txt"	"Random"	0.401274856522672	0.472051378544421	0.968275246140235	"False"	2.31054579020462	17.9774344936955	1.33490022432673	10.8256261135104
"4"	"Parameters Random 3 02_03_2021 10_10.txt"	"Random"	0.661804868249871	0.934145940389434	0.342725968795797	"False"	6.03501276986672	12.5948462186818	-9.67821721502577	6.4452128243778
"5"	"Parameters Random 4 02_03_2021 10_10.txt"	"Random"	0.120553517852733	0.879917320362499	0.859397234331623	"False"	4.65881840910255	12.2995544869709	7.1260490233395	10.8300606387229
"6"	"Parameters Random 5 02_03_2021 10_10.txt"	"Random"	0.32599974786967	0.402907797672119	0.8444218203198	"True"	8.70770378446784	0.262865295945683	9.791656079468	12.7336079408626
"7"	"Parameters Random 6 02_03_2021 10_10.txt"	"Random"	0.988732685048237	0.452047543576963	0.628513149540204	"True"	8.24378578467221	12.4856695678512	-8.12803778814847	13.9910464770612
"8"	"Parameters Random 7 02_03_2021 10_10.txt"	"Random"	0.771840128630922	0.676696949333764	0.579149629698338	"True"	8.02068588996311	11.1410425559637	-7.09429584125226	2.74799668160868
"9"	"Parameters Random 8 02_03_2021 10_10.txt"	"Random"	0.507130346918989	0.873258240681462	0.340504398339786	"True"	2.05792181592161	0.50993903533333	8.77805647047482	8.1374690862692
"10"	"Parameters Random 9 02_03_2021 10_10.txt"	"Random"	0.457734597774657	0.684323354176216	0.948665010683225	"False"	0.663248027509995	12.4185946243788	3.57195691807464	0.239217764736375
"11"	"Parameters UNIFORM 0 02_03_2021 10_10.txt"	"UNIFORM"	0.599269065484158	0.396261978107917	0.0782829888283947	"True"	6.12619546766963	16.267415429459	5.97395093888297	2.42680243869881
"12"	"Parameters UNIFORM 1 02_03_2021 10_10.txt"	"UNIFORM"	0.696474540686471	0.800875150343232	0.889850427217668	"True"	9.83767468347812	15.057997992167	1.8487695568272	4.64002114061875
"13"	"Parameters UNIFORM 2 02_03_2021 10_10.txt"	"UNIFORM"	0.216630991610399	0.43221484305525	0.621815177231373	"True"	1.88360086464502	8.02439348814399	0.997676793867912	9.62279158836457
"14"	"Parameters UNIFORM 3 02_03_2021 10_10.txt"	"UNIFORM"	0.223745430780908	0.532738357195882	0.30866937550647	"True"	8.54902181425261	2.14030587715529	6.46519958860227	13.8821541939695
"15"	"Parameters UNIFORM 4 02_03_2021 10_10.txt"	"UNIFORM"	0.89060145287883	0.222777089903305	0.0523738596203313	"False"	6.48456355968872	14.5202235812238	-7.95591454237177	13.3845736628291
"16"	"Parameters UNIFORM 5 02_03_2021 10_10.txt"	"UNIFORM"	0.100331376682142	0.153780652826812	0.950907596740388	"True"	9.29193709935645	5.05854392929427	8.58515658175657	0.740488163340772
"17"	"Parameters UNIFORM 6 02_03_2021 10_10.txt"	"UNIFORM"	0.491853683116714	0.409606809819458	0.285551511798155	"True"	2.67170577026853	17.0455810695068	8.3375705880498	13.5246235771506
"18"	"Parameters UNIFORM 7 02_03_2021 10_10.txt"	"UNIFORM"	0.87648796467159	0.359985533325647	0.780405515608002	"True"	4.05791621757295	1.65228104055971	7.00223427644165	9.54544572314625
"19"	"Parameters UNIFORM 8 02_03_2021 10_10.txt"	"UNIFORM"	0.57737601487132	0.741477335540018	0.357966536768885	"False"	5.07033456672013	17.8848806349749	0.87144722942975	2.11194099196281
"20"	"Parameters UNIFORM 9 02_03_2021 10_10.txt"	"UNIFORM"	0.191662395101067	0.466064150061885	0.746335808833159	"False"	9.97398743027884	15.6368118025878	-0.529951022309152	12.2108619302295
"21"	"Parameters FIXED 0 02_03_2021 10_10.txt"	"FIXED"	0.409885576660164	0.391484324258511	0.92104864268475	"False"	1.92868399328063	6.00741032617639	-1.41872544736412	5.24497344177617
"22"	"Parameters FIXED 1 02_03_2021 10_10.txt"	"FIXED"	0.815667242940498	0.980880136137049	0.30598966397496	"False"	8.44428020500447	14.5140174549047	-7.69533145208567	11.373511337959
"23"	"Parameters FIXED 2 02_03_2021 10_10.txt"	"FIXED"	0.165023838409278	0.673095393761493	0.480989679197359	"False"	1.21980064518624	6.42416391622833	2.92375682475333	14.0195525746006
