"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 03_02_2021 16_26.txt"	"Random"	0.649356033573614	0.745211990046456	0.645276560586417	"True"	1.12429385084234	8.57339555424882	9.69466936649366	8.23820276946562
"2"	"Parameters Random 1 03_02_2021 16_26.txt"	"Random"	0.136168118550707	0.181182353576938	0.0561539037955187	"False"	1.99322477776074	5.7585934115643	5.53924793852573	13.1091076724631
"3"	"Parameters Random 10 03_02_2021 16_26.txt"	"Random"	0.321107051430637	0.665327712394354	0.946911359412236	"False"	7.62440984583404	16.116183671287	0.884846591393922	13.1181493421668
"4"	"Parameters Random 100 03_02_2021 16_26.txt"	"Random"	0.838435168046098	0.997142380979362	0.704976234480605	"True"	8.62922918213292	16.6878640332607	-8.87747452537243	2.23905553125065
"5"	"Parameters Random 1000 03_02_2021 16_27.txt"	"Random"	0.266073888612706	0.80587568196186	0.649322991019431	"False"	9.22094133750153	16.9757223337247	0.748936821342843	2.76809675147016
"6"	"Parameters Random 1001 03_02_2021 16_27.txt"	"Random"	0.862132348271004	0.415209205722811	0.789134711138406	"True"	1.13648128155379	6.40277390801093	-3.29627494915663	1.05160111659948
"7"	"Parameters Random 1002 03_02_2021 16_27.txt"	"Random"	0.439144871565713	0.66854146391037	0.969017809570175	"False"	4.14289232157615	19.6463484994519	9.33252976265043	9.37542457401021
"8"	"Parameters Random 1003 03_02_2021 16_27.txt"	"Random"	0.612754677355973	0.629774779282961	0.787658031671639	"False"	5.21526688412092	11.5093438004592	-3.94523131781717	14.0774130813797
"9"	"Parameters Random 1004 03_02_2021 16_27.txt"	"Random"	0.376945979199753	0.345124656359813	0.0598554208783817	"True"	5.59060401802147	9.97543427093141	-3.40748461260655	9.46527803398065
"10"	"Parameters Random 1005 03_02_2021 16_27.txt"	"Random"	0.882953117265284	0.627417873591197	0.758605251027187	"False"	5.95908919720171	19.8916650577674	8.13690615623156	11.9017637456786
"11"	"Parameters Random 1006 03_02_2021 16_27.txt"	"Random"	0.839760594463054	0.64677784321354	0.369444398952611	"False"	8.62293775045645	19.2957407703149	5.76020144087813	1.05516824358151
"12"	"Parameters Random 1007 03_02_2021 16_27.txt"	"Random"	0.560375273182323	0.95926942650726	0.314767202113842	"True"	5.55030236311485	15.6114862911864	5.05625284154746	11.9624921522176
"13"	"Parameters Random 1008 03_02_2021 16_27.txt"	"Random"	0.6261901310988	0.409694629835237	0.106876014487353	"True"	7.64661385482827	2.39830535890532	-1.00478376559129	1.2322291846356
"14"	"Parameters Random 1009 03_02_2021 16_27.txt"	"Random"	0.516566272702658	0.0480647945128675	0.392368195716581	"False"	7.42851855192303	2.08878788784931	-8.51249860166843	11.9350380796256
"15"	"Parameters Random 101 03_02_2021 16_26.txt"	"Random"	0.0658813664402176	0.436252673899882	0.501664761271062	"False"	6.71059630538397	18.6983379042878	7.0153067896338	7.54354468797952
"16"	"Parameters Random 1010 03_02_2021 16_27.txt"	"Random"	0.865207836233694	0.188619581715634	0.237002281418589	"True"	9.88725745051888	18.3580427892396	5.13966352614153	13.606004677872
"17"	"Parameters Random 1011 03_02_2021 16_27.txt"	"Random"	0.659022292375305	0.15147735812704	0.778561220460259	"False"	8.6608784863713	3.4259456844762	5.3081983051126	14.6737160079124
"18"	"Parameters Random 1012 03_02_2021 16_27.txt"	"Random"	0.804074402273648	0.42519535737933	0.123699826262715	"True"	1.69741617693993	0.222370304227673	-4.69709488597189	11.2863525581015
