"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 03_02_2021 15_31.txt"	"Random"	0.65984495358051	0.727233108489715	0.265990289475753	"True"	7.44504607547292	16.1055966470126	0.512324340583799	10.5254636024292
"2"	"Parameters Random 1 03_02_2021 15_31.txt"	"Random"	0.461895432474975	0.306456438746722	0.921847048259795	"True"	2.6071634730378	2.7081231980823	4.8781093757455	8.7063261584869
"3"	"Parameters Random 10 03_02_2021 15_31.txt"	"Random"	0.438504301654814	0.735976415307622	0.337861801471759	"True"	7.18757968521556	17.0022043827496	0.465954761161678	10.9037980173332
"4"	"Parameters Random 100 03_02_2021 15_31.txt"	"Random"	0.278969041072411	0.876253329053742	0.7762113341086	"False"	6.48976694934609	14.5446566894854	-5.1980249394814	7.14861279590367
"5"	"Parameters Random 1000 03_02_2021 15_32.txt"	"Random"	0.772490476730845	0.951979162666627	0.259866681820916	"True"	7.94566423208351	16.941684816254	-1.3595814268411	11.9256261783299
"6"	"Parameters Random 1001 03_02_2021 15_32.txt"	"Random"	0.32554999414507	0.948183341496425	0.494658696858099	"False"	1.78742938592775	10.7647099267333	7.52278923666804	0.165373905511843
"7"	"Parameters Random 1002 03_02_2021 15_32.txt"	"Random"	0.367367743618566	0.136402446363922	0.590034981734419	"True"	2.26329447749867	19.0636195158391	6.96957735239179	10.2568575339536
"8"	"Parameters Random 1003 03_02_2021 15_32.txt"	"Random"	0.396905395726389	0.259401209530859	0.320629220681557	"True"	8.88288228601744	3.9167994743547	2.56526353784781	14.9583069552648
"9"	"Parameters Random 1004 03_02_2021 15_32.txt"	"Random"	0.864110626132946	0.90460121440679	0.659559707480002	"True"	4.66506456288204	15.9074795594804	-8.84350968129245	7.53409428382394
"10"	"Parameters Random 1005 03_02_2021 15_32.txt"	"Random"	0.505212356744536	0.812989095005738	0.208931452380053	"False"	4.26382660532653	9.09770884986787	-8.06679350808746	4.03028022657383
"11"	"Parameters Random 1006 03_02_2021 15_32.txt"	"Random"	0.152276792691075	0.327214687940603	0.156237094350905	"True"	9.73775765117053	16.5312283009537	-2.15444780410058	11.2614563000143
"12"	"Parameters Random 1007 03_02_2021 15_32.txt"	"Random"	0.765098046552748	0.337479692073382	0.898739193858055	"True"	1.25155851516177	0.737310449058274	5.66352539494624	2.2723495997727
"13"	"Parameters Random 1008 03_02_2021 15_32.txt"	"Random"	0.476639341079989	0.564756363691135	0.594206184383308	"False"	9.65091868162456	0.813183535006819	-7.91778769644719	2.05823389375583
"14"	"Parameters Random 1009 03_02_2021 15_32.txt"	"Random"	0.724401276278121	0.444284116718316	0.0716295857917212	"False"	8.24542517942142	8.14930364746299	3.9726072198811	14.7658054618933
"15"	"Parameters Random 101 03_02_2021 15_31.txt"	"Random"	0.469395925878975	0.934830091984253	0.648238709917676	"True"	0.461257610134164	19.4751374858339	4.19352442006014	4.7882005000357
"16"	"Parameters Random 1010 03_02_2021 15_32.txt"	"Random"	0.542429711838066	0.540655248356433	0.393484803790803	"True"	2.27828569514515	8.29279280532741	7.19360851409795	8.70977131664793
"17"	"Parameters Random 1011 03_02_2021 15_32.txt"	"Random"	0.16960148474456	0.968833763704044	0.312566232408792	"True"	6.02353750795441	0.41882350765208	-2.14210749587056	10.4123523665968
"18"	"Parameters Random 1012 03_02_2021 15_32.txt"	"Random"	0.702430033524219	0.59249179924024	0.364344419120965	"True"	7.77663802152837	12.7753782228572	-8.17011252375806	13.4449669188759
"19"	"Parameters Random 1013 03_02_2021 15_32.txt"	"Random"	0.830665320946684	0.540906644080303	0.22022865830386	"True"	4.43535836565811	3.18746904804323	-4.34427275637322	11.7736364909326
"20"	"Parameters Random 1014 03_02_2021 15_32.txt"	"Random"	0.0511260906304233	0.0776282433282264	0.0661516431703514	"True"	7.11749178324911	9.19379000255404	9.19920237433671	1.69336187133562
"21"	"Parameters Random 1015 03_02_2021 15_32.txt"	"Random"	0.895550069502209	0.623746808078171	0.447810585052559	"True"	3.70392310153632	10.2548561974969	2.01945344436187	5.76473859358622
"22"	"Parameters Random 1016 03_02_2021 15_32.txt"	"Random"	0.87446164082133	0.492447179489235	0.461959160109683	"False"	8.30429059357639	3.44733078329617	6.48801836651964	14.4751349059021
"23"	"Parameters Random 1017 03_02_2021 15_32.txt"	"Random"	0.869335720666395	0.288815056979465	0.761010282225965	"False"	4.23423359484207	16.8315065237912	3.90194818966569	13.2694298398559
