"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 19_02_2021 09_19.txt"	"Random"	0.124733830017847	0.117962989989768	0.110308293768168	"False"	9.91650608123171	1.25621742504912	-7.06296113647662	6.99542653325917
"2"	"Parameters Random 1 19_02_2021 09_19.txt"	"Random"	0.810400880052177	0.2179741664583	0.300878381861477	"True"	0.148243387147439	4.37148201508518	-9.00520423741607	5.15452282828539
"3"	"Parameters Random 10 19_02_2021 09_19.txt"	"Random"	0.619114533417147	0.871274421227438	0.592939103352919	"True"	2.13287043302152	5.78607764606761	-6.85992754721634	6.00340948526212
"4"	"Parameters Random 100 19_02_2021 09_19.txt"	"Random"	0.438563568651149	0.2224862063417	0.68846407479903	"False"	9.76074684039521	5.29040000372701	-4.08213763809057	5.55751442606259
"5"	"Parameters Random 1000 19_02_2021 09_20.txt"	"Random"	0.993565138671653	0.265350910029674	0.620898711031669	"True"	6.58062646481932	4.30327153096903	-8.23269465367574	10.9732484912995
"6"	"Parameters Random 1001 19_02_2021 09_20.txt"	"Random"	0.0857026685298082	0.380127271004721	0.378964679288487	"False"	9.62219720312742	6.96055148794054	-8.37089851722567	13.4768817448058
"7"	"Parameters Random 1002 19_02_2021 09_20.txt"	"Random"	0.849127881568895	0.997904794213535	0.650941069993252	"True"	9.26977970945973	4.19711951735679	-8.22771937160469	1.82819808803659
"8"	"Parameters Random 1003 19_02_2021 09_20.txt"	"Random"	0.752198715218958	0.959756816842448	0.232191875705812	"True"	7.09051603190525	3.6626899198425	-6.7538754838194	3.67285749560748
"9"	"Parameters Random 1004 19_02_2021 09_20.txt"	"Random"	0.703947115134846	0.836959534224291	0.2730064925246	"False"	3.56079825943145	1.22372089260893	-7.07088153158181	10.6326767526868
"10"	"Parameters Random 1005 19_02_2021 09_20.txt"	"Random"	0.234785089780143	0.177504893442166	0.851839682234397	"True"	2.32146343859949	2.98619236738343	-3.0096181155886	4.97455988624097
"11"	"Parameters Random 1006 19_02_2021 09_20.txt"	"Random"	0.868018576938638	0.330193912374395	0.674101264599484	"True"	5.39501152048577	1.40480485064482	-9.39212244607272	3.46103596191927
"12"	"Parameters Random 1007 19_02_2021 09_20.txt"	"Random"	0.973851764777585	0.730008958602421	0.0370690322501395	"False"	7.72874229396288	5.26212113765168	-5.17828150669869	11.1241024634612
"13"	"Parameters Random 1008 19_02_2021 09_20.txt"	"Random"	0.889901494439964	0.495870040015197	0.0971799289171609	"True"	3.45776306695055	0.459030190813679	-5.85324163966324	10.7651517639686
"14"	"Parameters Random 1009 19_02_2021 09_20.txt"	"Random"	0.548157780926173	0.912488982232807	0.567177891088748	"True"	0.228966402099495	2.9065221195027	-8.30252533925099	11.7176845375059
"15"	"Parameters Random 101 19_02_2021 09_19.txt"	"Random"	0.804230597206048	0.222316666665659	0.26845884408673	"False"	3.41684422667184	6.71431757570324	-4.65950293692872	6.63710106076478
"16"	"Parameters Random 1010 19_02_2021 09_20.txt"	"Random"	0.841783661640233	0.37440968355302	0.797058893444078	"False"	6.9949678839309	0.330141507016533	-9.09216772864379	4.1179540146708
"17"	"Parameters Random 1011 19_02_2021 09_20.txt"	"Random"	0.941110094896127	0.0174987484833179	0.987196506162963	"True"	0.251379654532048	4.08628595060326	-6.30531312084236	6.72801103046827
"18"	"Parameters Random 1012 19_02_2021 09_20.txt"	"Random"	0.290648319531391	0.118075344787674	0.848868037136025	"False"	1.90452533200335	0.830333397789161	-8.04239812523408	1.40338753467607
"19"	"Parameters Random 1013 19_02_2021 09_20.txt"	"Random"	0.371681532791201	0.888558248261723	0.44681628240513	"False"	1.7109558747001	0.599036934948762	-3.21911017820784	14.4033925816386
"20"	"Parameters Random 1014 19_02_2021 09_20.txt"	"Random"	0.771716560834815	0.531833949490609	0.975038880187609	"False"	9.42276861385844	2.73015865404539	-3.38766030337273	7.40477103107836
"21"	"Parameters Random 1015 19_02_2021 09_20.txt"	"Random"	0.177244125962702	0.782237545953568	0.140939785224053	"True"	2.06235691262072	1.2443837065109	-8.73249330353145	14.5393702478367
"22"	"Parameters Random 1016 19_02_2021 09_20.txt"	"Random"	0.489691864637071	0.386125507130768	0.018376022916874	"False"	4.77698377836034	3.59119303867671	-4.06223336039965	14.056562652003
"23"	"Parameters Random 1017 19_02_2021 09_20.txt"	"Random"	0.95344396553902	0.0171983836904313	0.693918522907221	"True"	2.45736227592315	4.15260660853579	-4.81032982657839	13.9479670613091
"24"	"Parameters Random 1018 19_02_2021 09_20.txt"	"Random"	0.0832203705193896	0.471530120030684	0.219061039476266	"True"	2.67333971538622	1.2900989308182	-8.42149713378329	7.13242325920666
"25"	"Parameters Random 1019 19_02_2021 09_20.txt"	"Random"	0.202727301162628	0.795221792617927	0.985823208217481	"True"	5.3663611138906	2.42414172422674	-7.1388339111616	11.7854776469912
"26"	"Parameters Random 102 19_02_2021 09_19.txt"	"Random"	0.189513013987452	0.441729311554586	0.266108825691757	"False"	5.74236979629426	1.47422306083039	-8.47857554849549	5.39682213609795
"27"	"Parameters Random 1020 19_02_2021 09_20.txt"	"Random"	0.349585002413865	0.660194114841046	0.777584820464761	"False"	6.79444972397032	3.2451705489108	-5.46296375737795	13.5572375596537
"28"	"Parameters Random 1021 19_02_2021 09_20.txt"	"Random"	0.549615477930198	0.350152084665002	0.0380592484274452	"True"	6.51835249583436	5.43957281446995	-8.83393414293083	0.77301693400996
"29"	"Parameters Random 1022 19_02_2021 09_20.txt"	"Random"	0.350967281779793	0.891051069070654	0.182989062661359	"False"	0.365663149839684	1.18760473418909	-7.72652303939124	2.62974414317953
"30"	"Parameters Random 1023 19_02_2021 09_20.txt"	"Random"	0.32544537404295	0.706332507021565	0.655405185251831	"True"	4.36044209066212	0.353475637608045	-5.48184951956773	7.69721560673568
"31"	"Parameters Random 1024 19_02_2021 09_20.txt"	"Random"	0.741601380994911	0.474676944178874	0.642520408058625	"True"	7.05526168874102	2.35438945214353	-8.20055124948432	6.91046287366651
"32"	"Parameters Random 1025 19_02_2021 09_20.txt"	"Random"	0.834167096731251	0.250507246529111	0.242750149651295	"False"	3.20442451760686	3.30607409580039	-5.24449582102774	6.30902293884511
