"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 19_02_2021 09_19.txt"	"Random"	0.454820451000305	0.360429098834184	0.0167385955448882	"False"	4.84383873367221	0.9632773594623	-7.90101502462749	8.00456367201502
"2"	"Parameters Random 1 19_02_2021 09_19.txt"	"Random"	0.246715104675055	0.129241510648843	0.0382245220151558	"True"	2.96537492564928	0.227465180653745	-8.44116854087786	10.4299713446126
"3"	"Parameters Random 10 19_02_2021 09_19.txt"	"Random"	0.241061805610449	0.911244388411028	0.31626760371913	"True"	6.00082468660018	3.58012464973144	-5.43623466227178	11.8476138951883
"4"	"Parameters Random 100 19_02_2021 09_19.txt"	"Random"	0.344936440751023	0.505765455989852	0.786066732822116	"False"	1.48149384627205	1.24681408419573	-6.10274791190467	13.4803063724655
"5"	"Parameters Random 1000 19_02_2021 09_20.txt"	"Random"	0.082985654209032	0.624508323175947	0.620079595785042	"True"	0.20585453978561	1.09973129643634	-9.17339098698362	13.462075824839
"6"	"Parameters Random 1001 19_02_2021 09_20.txt"	"Random"	0.367690316048323	0.554373490532846	0.199015430636255	"True"	2.81518126761002	4.66313468471742	-6.62810243732199	4.96321642613642
"7"	"Parameters Random 1002 19_02_2021 09_20.txt"	"Random"	0.757862579552024	0.724357544756275	0.333220907279723	"True"	8.76201646587004	6.93025474197187	-8.83430368607083	9.38939939546264
"8"	"Parameters Random 1003 19_02_2021 09_20.txt"	"Random"	0.142827377426357	0.37110369426997	0.48795743781759	"False"	6.32088007554873	3.91518765047648	-3.09832702016589	2.5572942161233
"9"	"Parameters Random 1004 19_02_2021 09_20.txt"	"Random"	0.81341026141662	0.886793438407222	0.386551750295034	"False"	7.76350147666927	2.38291935686968	-7.28675120638591	12.111449091271
"10"	"Parameters Random 1005 19_02_2021 09_20.txt"	"Random"	0.0645939632070955	0.100931035268806	0.670695964958942	"True"	4.6772716412047	2.77105134245448	-7.42953180785173	0.660069033027776
"11"	"Parameters Random 1006 19_02_2021 09_20.txt"	"Random"	0.475380119872194	0.853878076979709	0.491498306988	"False"	7.70372095055912	6.01027762873356	-7.10451478112357	10.2419729887392
"12"	"Parameters Random 1007 19_02_2021 09_20.txt"	"Random"	0.0160424973638038	0.487051843941199	0.280133970615554	"False"	7.45811316931984	5.27643826932005	-8.43514758384517	10.6226984075447
