"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 08_02_2021 09_13.txt"	"Random"	0.137785971290701	0.336687102535815	0.749783274081459	"True"	6.67147642834899	4.02477217818429	-3.01292324786336	14.1049343810679
"2"	"Parameters Random 1 08_02_2021 09_13.txt"	"Random"	0.576626284560062	0.198476235219884	0.0828338520739816	"True"	4.08456898866322	2.07978951628852	-4.74609675131349	6.25780113920663
"3"	"Parameters Random 10 08_02_2021 09_13.txt"	"Random"	0.990932857075441	0.578258949172646	0.799496536696434	"False"	0.906390867509866	4.42190369768276	-6.53077415254597	7.28224599403243
"4"	"Parameters Random 100 08_02_2021 09_13.txt"	"Random"	0.0703328841409357	0.901728180065847	0.602776650344855	"False"	8.90989890731158	3.99707420535762	-3.72934774544754	12.3985358478324
"5"	"Parameters Random 1000 08_02_2021 09_15.txt"	"Random"	0.0584733981795279	0.436444237078345	0.277780647026495	"False"	1.38855022179455	1.10334146872323	-9.42029449262954	8.16530334379601
"6"	"Parameters Random 1001 08_02_2021 09_15.txt"	"Random"	0.760697824805862	0.283455041886639	0.0410261393339008	"False"	0.734876537218752	6.53187357911802	-9.64135922118948	10.6189393833772
"7"	"Parameters Random 1002 08_02_2021 09_15.txt"	"Random"	0.563944681054984	0.225391896421145	0.775402165659681	"False"	3.3016424900004	6.35897589991972	-8.10805680670562	8.28045766024758
"8"	"Parameters Random 1003 08_02_2021 09_15.txt"	"Random"	0.366165639350648	0.670141707002208	0.126826676012762	"True"	8.4329633835939	3.25380327305188	-3.83470149243426	6.5505112529577
"9"	"Parameters Random 1004 08_02_2021 09_15.txt"	"Random"	0.0935574649429748	0.886814271786645	0.572246007098987	"True"	6.3057716556597	5.11623912353968	-4.62279408272556	10.2514044122802
"10"	"Parameters Random 1005 08_02_2021 09_15.txt"	"Random"	0.871173042972504	0.749720178037215	0.724536368507189	"False"	1.00257195613654	2.86313580933262	-7.86861634599197	12.2179952253813
"11"	"Parameters Random 1006 08_02_2021 09_15.txt"	"Random"	0.562097053046062	0.327241012558933	0.873185211675743	"True"	3.58072767887726	5.39158546453102	-8.40985994061672	6.23974738377928
"12"	"Parameters Random 1007 08_02_2021 09_15.txt"	"Random"	0.605303804627786	0.25698801778217	0.65511234093217	"True"	3.36869123721022	5.51253629976501	-5.82308130667606	14.0875377603081
"13"	"Parameters Random 1008 08_02_2021 09_15.txt"	"Random"	0.100086050334615	0.76257386269184	0.164156866491569	"True"	2.59537386039043	2.024249859322	-5.06741930537881	1.32108458804088
"14"	"Parameters Random 1009 08_02_2021 09_15.txt"	"Random"	0.3461693828327	0.11434977791069	0.115953791497843	"True"	7.57493336307541	5.134974312265	-5.82408458569691	0.656085066925547
"15"	"Parameters Random 101 08_02_2021 09_13.txt"	"Random"	0.31187938586361	0.446511180894317	0.365215821669538	"False"	4.35000157699483	0.727107003116439	-9.20970233182576	12.5734480646834
"16"	"Parameters Random 1010 08_02_2021 09_15.txt"	"Random"	0.623734321108387	0.376643353705598	0.160559432824167	"True"	3.53394978816492	2.22492460360106	-5.35409021710115	9.3928769158853
"17"	"Parameters Random 1011 08_02_2021 09_15.txt"	"Random"	0.444867484971567	0.00925206618904562	0.102367149776027	"False"	1.65257499581414	1.41989061542645	-5.6072866565916	10.1071345971171
