"pf"	"scenario"	"node_ENV"	"node_LSF"	"node_CA"	"beh_excl"	"sigma_lsf"	"range_ca"	"param_mindens_ca"	"param_sigma_ca"
"1"	"Parameters Random 0 17_02_2021 10_57.txt"	"Random"	0.515497444067124	0.397768031001411	0.0474695884470091	"True"	5.20426841265156	0.733140605958629	-5.23736283464527	12.3615857068332
"2"	"Parameters Random 1 17_02_2021 10_57.txt"	"Random"	0.315786097991603	0.786950910152227	0.663439045903797	"True"	1.98096581408261	6.38705159653153	-6.13726812237612	14.2585650646998
"3"	"Parameters Random 10 17_02_2021 10_57.txt"	"Random"	0.407317014341147	0.727662872363124	0.44421962006725	"True"	9.27452570450458	4.43144014686247	-9.58873810232593	2.4950231918859
"4"	"Parameters Random 100 17_02_2021 10_57.txt"	"Random"	0.462840424436178	0.46804534696914	0.66545552937097	"True"	8.549102092023	1.27727779071079	-5.108540106605	11.7034984671273
"5"	"Parameters Random 1000 17_02_2021 10_58.txt"	"Random"	0.763086134512147	0.452657519982667	0.0573756257178762	"False"	4.47101437549864	2.0492627688651	-4.12881581243714	1.42594327734936
"6"	"Parameters Random 1001 17_02_2021 10_58.txt"	"Random"	0.935209687713031	0.33164255075043	0.987481959027589	"True"	1.60770163182148	1.92113596980973	-4.71496145588985	4.12429370850057
"7"	"Parameters Random 1002 17_02_2021 10_58.txt"	"Random"	0.555047977341834	0.340139346017581	0.905698501796171	"True"	0.698761372606411	0.806718535751792	-4.54645826423106	7.81383760856249
"8"	"Parameters Random 1003 17_02_2021 10_58.txt"	"Random"	0.718198275731528	0.716385879494945	0.794416052673776	"True"	1.95647713923387	2.0417452167766	-7.70115261534809	10.0286193870172
"9"	"Parameters Random 1004 17_02_2021 10_58.txt"	"Random"	0.046653098374393	0.443244636998431	0.19418437803198	"False"	5.16031665229109	2.56449114763621	-5.39621113556922	8.15507137652436
"10"	"Parameters Random 1005 17_02_2021 10_58.txt"	"Random"	0.37967942857989	0.975811675340594	0.862811798785525	"True"	8.4857379797438	6.20825122477275	-5.57331849647043	7.21333144745197
"11"	"Parameters Random 1006 17_02_2021 10_58.txt"	"Random"	0.300695914883956	0.985486859200481	0.93476091817754	"True"	2.80717352023581	4.62420557867649	-9.95311982911339	3.06828854809481
